observationUri,Timeliness,Relevance,Availability,Accuracy
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cb5ab3a3-0001-44ee-b133-9c07dd64b420,0.0,0.80,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/47de144f-2d7c-4dfc-9939-ac7bef325a23,0.0,0.80,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b6e6643e-9f9d-4bad-a813-40adfb877207,0.0,0.80,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3c638086-cd9d-4a4e-884a-ffe133a7a175,0.0,0.82,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/74e33559-240c-476f-a4ad-ec87f950fb03,0.0,0.84,0.79,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a9a8458c-d0db-457f-8777-bf88932c989d,0.0,0.84,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b8b5cfdb-5515-47e6-9bca-2aaeadf58d0d,0.0,0.0,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/121e4bd3-e960-4140-9760-777939ad5075,0.0,0.0,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5c092d64-1ffd-4d20-b313-713d895b86a2,0.0,0.49,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3b5346b4-9713-4c6e-8a2a-98d3ab8e4c23,0.0,0.23,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/adb6bd85-a298-48c7-bd86-9b5399257a1a,0.0,0.0,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/76dc4a6c-89d0-4ec6-a750-9f04652c93c9,0.0,0.81,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/aa1fbd28-4c85-4d3f-8c9a-8be0084f073d,0.0,0.70,0.52,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/04c2d7ba-d963-4f08-bc68-fe243a51cbf2,0.0,0.70,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f19df6a5-b4ea-46fd-bd46-f42c16f97740,0.0,0.75,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/de5f1488-617e-4d99-8f5a-d28de37f4cd0,0.0,0.89,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/920f73ac-168a-4b3a-bb43-18719969a3cb,0.0,0.89,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a71fa4b2-22a3-468b-882a-3f241f4538f5,0.0,0.62,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/deca39a2-7b91-492b-bafd-0b3ef2c9be3b,0.0,0.70,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/41e7830b-5d3c-4d69-9c89-25ac56502786,0.0,0.89,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/01f1a523-e5ee-440b-821c-ed0fc3b1b744,0.0,0.65,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/da1da4d3-6955-4861-a807-b0669518106b,0.0,0.81,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e2ce6710-98e2-4ab3-bd7d-9d7817c60ee5,0.0,0.87,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f9598eff-2119-4721-8dda-f0f35f741724,0.0,0.66,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ddc1da66-544c-46b9-a099-b38f24ddee5e,0.0,0.52,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b0ef8be7-6084-4275-82ff-a0b7dee75454,0.0,0.0,0.23,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7807e0f4-e827-42fb-a6ff-466db382e5f4,0.0,0.32,0.06,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/906cc8b0-ec6f-46b9-bb27-17651879ccb6,0.0,0.0,0.35,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ae3a8ffe-d308-4542-8020-00bad372d5e1,0.0,0.0,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/835080c0-3566-43c7-a602-6ec66b08ba53,0.0,0.67,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8267958d-3573-41f2-b5d2-ca6c7c750071,0.0,0.73,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9ab5ce03-4afc-4fca-b503-26c81ddea046,0.0,0.86,0.09,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1690ea53-e1d3-4a26-8c29-e66592fb180d,0.0,0.80,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/43a51329-36bf-410d-9a2d-94e32625706a,0.0,0.44,0.03,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/091d6257-f035-4405-884d-0f52430b507f,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1a1a6c00-d060-4b5a-9c98-4ca07f838301,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ba9a6924-3546-40ad-9123-e306fccd0c5a,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cdce2da7-5c46-4b03-bed8-7b94156aa528,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/862594b3-21ea-4a92-8c87-9502a53794f8,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/10688a81-138b-4cc9-9f16-46c582918a36,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7e3a686a-7d6f-4706-aacd-dc7295fb81ac,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ca384932-93b0-4603-94be-19007d38c173,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8bdd0060-1080-46e2-88cb-dded23b45d29,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/dd69dda8-6639-46c4-8bbb-c21536333081,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4c425f98-600f-437f-9b04-ddb46907fccf,0.0,0.44,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ca6adca5-c157-4798-811a-f5ee7aecb397,0.0,0.43,0.38,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/760ba448-6f13-4d1e-a723-30d3fd6d7426,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1bfa4b4d-4a07-4c1d-b063-8d1a7596875b,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/312e6a7e-9dd7-4097-883c-ae269bd08fc3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f53fa705-0917-47ac-9de1-f214d686fe2f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e405f539-8264-4f4a-9b9f-296e232c23d4,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9762997c-412d-4c93-8370-84c4d569d57d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2ad9953a-1f3c-4bcd-969f-959fdadfcfda,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/428363c2-c1da-4812-8e42-7557067dabcb,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a644adfd-39d9-4e1b-a39d-d3cb5c9df94e,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8cea8859-4cd0-4990-974b-03169eb0008d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/18abf0f2-8143-4bf6-bd1b-fa3cdc79a477,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a66ec52c-f777-46d4-b477-c0d2c2c65968,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/31cf3977-a829-4e73-84e9-c2bbc42dc1da,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/04c067ca-91fd-462d-829f-5c381d138d09,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/de75218c-92bb-4fa7-abd5-7dbfa17c2141,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e6054142-f496-40b7-b530-529383ccc905,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/6d9d700b-905f-4213-9fba-fd0562318bba,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ab8a327f-c05d-49f1-93d8-f6614560bb34,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b91cd4ae-619d-4fdb-adc8-b33a978f54e1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2842515e-8a6e-42fc-89d5-1019c27e6753,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d15a0780-54ad-48a4-bf78-d3ecf3877224,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cd63df06-a8b9-46f4-875c-b0bb9ad90a92,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/137d4cb3-7fe9-4148-ac67-2697aeffabee,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cabc0fb3-69b2-4b79-a6c5-bb1d05f9b3f3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9700d9ea-46ef-472f-80ef-b1b781c13487,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/27a5dd07-74f6-4cd1-8815-483d7a32a27c,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e798f485-33b0-43c1-b3cf-7c2e20964fa5,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/acea5de3-f2c9-426a-8b8a-82c7a8c41e8d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7686d1a6-3620-4871-a3ab-266385cad463,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9ed852ec-6f85-4cb8-bb51-8576bd0644ac,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9b7d7f9f-fcef-437f-82d9-7b348df57a7f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/66f7edfe-19b5-4347-be38-d20a29f4cd90,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4e0a2ebe-053c-47d7-9957-df913bd00101,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/0d6fc865-dabd-422b-a586-52c9c37c777d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9eae6a6f-0f02-4e68-9215-f09a88d79c2d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/446e4dba-752a-4061-89f4-97493a1eeb48,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cacab411-f9d0-4f9c-af36-4c066f95c65e,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7e696477-cca1-476c-b3c8-8bf681274cac,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1e9f51cb-f5d4-496f-b3f8-91dd3bb82791,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/85887a1f-7dcd-476a-b03b-16ac1f9b4255,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f1686c05-c1d8-4b9f-94f1-8af90d1b8eb5,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d3fef37b-dd75-4944-a0cc-3d922f1f6055,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e78f2a1a-42b0-4def-b072-764c6ab26b4f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2d88b9c3-5bd3-4f00-9e6b-724d287ea4ee,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/63cdd40c-76c6-4c9a-bc20-52993f5c60a3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5c51ac2a-a916-43d5-b31e-860a2415487d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/0f19b6e2-398f-44b3-9eeb-b5a1a9ba4a11,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3e254757-1153-4441-adc2-b39db7ef1aa7,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1200d61e-c3ad-439f-a99a-8bcfd0e46d23,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8527e396-e929-49b6-b0b6-60aec09f8b33,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/203c7098-bcfc-4937-a872-678d66490bf8,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4791e984-d4b5-4e95-ae33-47fd85101992,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b6b2d6c8-2ffd-46b4-a73a-6bf62b255aae,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d108a760-54fb-493d-8ed6-f4fbe56ef2f3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/82d52dde-c2a9-4ee7-ba1f-79060d4932b6,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/88488235-dfc6-4d79-bbbf-3013f5883984,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/675a3d6a-a72e-4aba-b407-b3f909ba32ea,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3e81a7c2-7372-431c-b984-e025f2ec5e69,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1c3114c9-33bd-4cf9-86ad-7ee7a10f7f24,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9b06314f-18fb-4790-bd4e-f4dd76716cb9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/72165850-162c-482b-9d97-850a736cd061,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f4888306-66be-46c5-9bce-8a0dff352cb1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cabd21aa-c8f0-449a-aec3-69c48efbdca1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/eb3433b5-8def-4c47-89f4-2ee8a390d2d9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c3d60794-cef5-4b5e-857f-18a95e7c8126,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/591c14b3-53bb-4d66-896c-2a3aaae67522,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4557750a-6c71-4d5e-84ed-ea4fe61c10b8,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9f69b5a8-5dc5-4815-b885-51effe2da78e,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cc2e0116-234d-457b-94f9-cf9fa3b33bef,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/629c362b-3f0c-4885-ba44-29699b1b8a10,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/24afdea0-be6b-4c18-9505-2b37d2f88164,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f68b3a7f-83ab-4e4e-9b6a-833e3971f025,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/6c60d71e-9068-4776-9035-c0330ae77810,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/318d91e9-a2f6-4ab8-8169-29f698786360,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/79599cba-e378-42cc-9131-80c773e7d494,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/6c2cd8ed-4b25-4c6e-9c44-08d6c39a58cc,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ff3ce0a2-6d29-415d-bb85-eaa3c9435854,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/27ea5674-4107-43dc-b52d-536696442558,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/edf3735b-2d9b-4c75-a34b-52340d19cd57,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/0281ca18-57a4-4cdf-a7ad-9befd3b0021f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/828c655c-ae6d-4ba7-8751-8c5a25519128,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e91c3745-520c-4bd0-b739-fc4faa78f73b,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/39c80594-cbf7-42ac-b821-356a55209923,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/36861d20-b3d0-4d09-8b99-df488cdefdd6,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2085f241-8e1c-48a0-8179-aa3f182698ba,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f64ff473-0b14-4f6d-a48d-10f5631c0090,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e0df6f4c-32e2-41e8-a03b-f37ec70b4299,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/eacb54ba-676d-4f74-9ff8-5b4d68fd0b60,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3b88ddd3-6abd-4e52-87e0-3649051644db,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4947dbc5-fdbb-47e4-9e27-9980c377061e,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/edc67efc-fcdc-497a-9f1f-96b6320cece5,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5120912d-db87-42e9-aa70-234d9bff5678,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/174c3ebb-7174-42b3-90e0-6c818e443554,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5f2c6c1f-3548-4a7d-ace7-487141a75e77,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5e2e0324-70c8-4105-98dc-b06290b2b4da,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/18fe3657-2bb5-4568-b3ed-f071ed8cdef9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/bf94224f-ca6c-4fc3-bf49-9c9e5354cbed,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/dfb870e4-da2d-46db-ba80-b5ce634f1261,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/6656e298-efe7-445a-a67c-563bc2e79659,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/79fc1df9-9716-4fbc-a5c9-54550c1da5f9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d13bd584-848b-4b59-93b4-592af6150780,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c4894452-69ef-4968-8f62-dd41c55585c3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8ba17a95-47f5-4c57-a08c-8ba12161ee85,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8d147099-64ef-4d6d-86d9-03d2525f99b5,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b6a73600-e797-43e0-8297-4adbb0744f60,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/6c744722-d9a9-49dd-89a4-71f755e3a6d1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cd49f984-13a3-49b6-a79f-90d7fe4efa82,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/482072db-94c4-4281-8243-35baf0323678,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/01c95aa9-dd15-4c29-abdc-a10880f69c07,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cfd49d9e-6b8b-4627-9475-e0cc854510c4,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9c89ebaa-af44-4c6d-9b58-54fcd5e88224,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cac4264c-8b50-4a53-b48e-f32d530dfb77,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8cdaf13c-8c96-431a-a835-a807187f2e54,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/31433553-f30f-4777-8130-32256463c3b3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/58b503c6-d6f4-4f7e-a3c7-4b8e20feec1b,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/aad17b76-6675-40b1-83a7-6a518701f611,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9101de1a-f796-422c-8911-3db1448443ba,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d20dbe4d-9cb9-4929-99fc-183950e7680f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d66afd3f-8368-4f47-873c-16d47cbc37c0,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/196f8c82-ff7c-45b4-adc0-a74f6cbe3eb9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/08d1fd6f-5c0a-4b23-b8b4-fa6217ee9e77,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/0a7c0fad-d685-47c3-8669-f2512e26bb0e,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1bbe1c13-992a-4469-a090-5589f34e9cd7,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/19e75f9b-d985-4192-9856-1e9f69e3a9ed,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/6508961e-856b-46de-ba32-8ad6357f5eec,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cfee3e46-057b-447a-89c7-cbee7f9cc9ed,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2611a2b8-3b2d-46cf-8430-eceb55df107a,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/150b29ea-0033-4fb4-83f6-c38645cf2244,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d13c457c-ac29-4369-9cdf-a6d6d5e20411,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d78328c0-b6f8-4bf6-8162-3fd0f39a11fc,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/38a5120b-f565-4e84-83ea-5fea2ad78bf7,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/bc63047d-6639-4c33-9385-ced306a94e2b,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e5ce8e6f-d52e-4a70-9150-b0235e90e7a5,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/fa0516ab-47f5-4180-aafa-72f5fa8a2ed9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/39b20bf5-f7e4-4bfe-a251-5f7ffc070892,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d6eca29d-3617-4945-b96d-5460a6ddb0bc,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/bb2a3968-1fe9-41ca-8bd8-069c67bf0b1d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/725d0e8e-6cea-40bf-a53c-50977aedd954,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/34aecea1-f275-4475-8b83-a0f5f288c0d3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9caf84dd-cf63-486d-ab42-0467dc2154ce,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/edab1160-1f72-4199-b0cd-e6be83e17a33,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/da1d2c52-1be7-4a36-9681-2d8f14f76789,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/fce0819e-6d4e-4a09-8f29-44b41c46fdb5,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a23c7418-462c-4664-9548-51f33527cc84,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/6b5cde0c-6f26-4292-9dff-006d95da9b29,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/095ffc8b-a475-4fa9-b93e-ae77f44ac807,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b2dffd43-84ab-4fc0-a6ba-725f116321f4,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f115996e-4b63-478a-8778-37dcba6c1083,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ceb73685-fd6d-4858-977e-a64edc54f5a3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e75bd46a-6bb3-4629-9ea9-f7589a96f23f,0.0,0.43,0.0,0.0
