observationUri,Timeliness,Relevance,Availability,Accuracy
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d2ee7753-4c7d-4a6b-a529-d4cdbdca114d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/39d781c9-cdae-4c53-a255-887c69d1b344,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8848448a-1fd0-4853-ae25-dd4ce48ac94a,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7c089ff5-f51c-4649-b3d4-fff4224e0c1a,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/87b7d36e-db8a-4b8c-ae6a-19142646508c,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/213709a8-0ecc-4251-8deb-2eeed26f1843,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/98cb3259-a8b0-4000-84ae-1af474e57ea7,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b174ffc7-8bb4-40a7-ab0f-348c2c828727,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/eb1ec43e-8547-47e6-8be2-0d423b9a3de3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/72c8316b-717d-47a8-a336-6e2a61e945a4,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/bc636d82-ccec-4c38-9c29-e7c4da05a096,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f312fec5-61fc-4919-8920-ef8e16fe2867,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7de175d4-c260-4679-b69f-21d1828b9196,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f5ad597c-e669-4838-8bb0-f950b1112d41,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/987eab1a-25c1-47e1-a8ee-5368e42848b4,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d3bfc7ba-2143-4db4-978e-abbab98dbda3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/502ca218-25b1-476e-936b-49a1464c0057,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a849105d-1fa6-4fb5-adfa-ce1d185a8a3d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/51817bf6-b5e3-4045-ba45-26d17225aec6,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/0bd29db7-48ae-430b-9969-e18d3c8556c1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ac1f29b0-8013-4026-ad22-d373113ed00a,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/abf56709-50f4-4cb1-bbba-2a7bc6983c19,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/16c8bb70-833a-4565-b43f-cba60e7c46e3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/fb01ad9f-c655-46fc-a25d-ff41d429f49f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3f97c065-9d9f-48f0-93be-9bbf8d3c7fd7,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ad7c7378-bc1c-4670-b0b9-bd4b21a31d49,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3bae89ea-4646-4fca-b0a7-268a3d9fd938,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9e4f5c69-91ce-4ced-ac43-1210338971fe,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ceb72d07-15e5-4752-b9aa-98d9baa7e3b1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9de09b56-36db-4055-91ae-e5db16a498b1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/63b62aeb-65bf-432f-bc6a-acaa05594881,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a75244df-6d2c-4417-843c-72ab0bac40e5,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4e608239-cc37-4799-836a-d6f0187b389c,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/47e24c7a-6a32-4db7-a74f-75536bfc8603,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c27d4c70-3206-4c5f-be95-8ac795ab28d7,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/33e53392-8213-45c9-a832-095ecf1c2bef,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2aaafd0c-5b03-40cc-9372-cf283a0d4966,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4560965d-8140-4766-bd00-34cff780ec24,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7d922d84-0b9e-4d05-98ee-1734c74a800e,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/15b94b4a-b0df-447d-9ac3-bd69cf3326d9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ae1b2dae-037b-43b2-8e03-8a47f60976f1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2fe0d23a-30ce-4974-80f2-808059758270,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cc22db3d-a6ab-4ca3-9a94-7dde10023656,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/123f47f2-c480-45e3-bb28-9b1ac0129111,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/28497c2b-35ed-408d-8b41-526cc8d119e8,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2424e9c0-d3b1-4604-8e21-edf63d35e86a,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/69fa1913-211e-4ff6-a69c-a444537f086b,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/68523c61-bfd1-45bf-a365-11548f8b39da,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a8fe4074-6143-40d5-a944-909b94b31a0c,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/61e755f2-d80d-4176-a734-884efef0434f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/73f44f71-7593-47e9-bc72-c3e54915f47d,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8fe6b5c8-5f9c-4b43-a83f-3303312103ce,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7a8e665b-b561-49bf-ab7a-2e9447e627aa,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a9e70d88-4e25-4191-8524-5ca4474be3ff,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8ec236a7-7a1f-460f-a759-4b499fc50c72,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3506c188-67f0-49ca-bd54-d05c992eff19,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/cd98df9d-e1aa-444a-ad60-43c8805310d9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e94b3ae9-cbfa-435c-a494-d8ed0fe91525,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4e7ebd8f-57b2-4370-9c23-5cdd11e31b15,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/70d83a6f-869d-4ab3-93db-0961e18f8bcb,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e940a6b7-4d69-4bd5-a4f8-b54b6eb90cff,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/596784f3-bf62-4ae0-8963-a9584f6c365c,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/bf0ab8e1-fe63-41a3-b9ee-5c404ed49846,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2a62e31b-64c7-433f-af56-3fed2db5b829,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/08ba02ba-9a07-4981-a4f6-f839438f81af,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/114a515e-625b-4587-b6ce-c3786862fc59,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c38bbc41-d2ab-4330-88d2-e5da0c7fa8f1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/382f4553-a936-471f-90c4-dce9191a147f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5594a7a4-d38d-4c87-91e0-075fa7d88d1e,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/727c2803-d863-4633-9053-c3cb32588df2,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/be8b9c1e-f739-488a-9e06-5ba308f09d10,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8f833123-275e-4a1a-975a-5c74f48a9014,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5e555e9c-201c-454e-9b0b-67790a9a9ce3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/798ea1f3-46ab-454f-aa08-905607817289,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/fa5cea9a-0ead-4b20-b56d-078db4dac3a6,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b824822c-bf89-4ba3-b603-0979523af701,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/55686d12-d85d-4c98-8b7e-6b008aec0468,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7faec08c-5731-480c-8fa7-64a169393293,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1a54bd36-18b1-4670-819b-459081f80506,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/da957535-b5b8-4b3e-9851-28d930746e23,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/72a4e56e-b021-4ecd-a988-23ed02b1071f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/257fa406-e6ba-4775-9ec0-4f3117011565,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3a78b233-3c75-4907-a5bf-71c5aa15eed8,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2a7788fc-bd9e-427d-940d-d8f90e39cc85,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/436f5dd1-c112-4cc3-bee2-26457fff526f,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d1010067-2f6a-4f76-a741-f077ab1bf6e1,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/be517309-a2bf-4a01-8068-2d0dad27cbf6,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9ddc0129-5fea-4c83-a6c0-d418aafb1da6,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2d3c2c2c-ccb6-42a6-a03c-e83bd6591251,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/98b8a6b3-cfe7-47ff-9369-2f24f034f6ea,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4cf3811f-e66e-4835-abe4-ec18994a48d6,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/39535c94-a0d9-44ad-944e-7d2da98029c9,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/62ff982c-d025-460a-bb58-2a0e3c2aa4d3,0.0,0.43,0.0,0.0
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3e3b9a64-d4c2-4d74-ad85-5e9e17cf074c,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/aefdd3f4-74f2-419f-a963-2e6a6007636c,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/26c9bd67-244c-4e8e-9c2f-1258ebf49a9b,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a27ce5db-77e1-424c-9a3c-24a0d0109956,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f93006f8-fadf-4d1d-91f6-33c0537ac5d1,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/6ba11ed1-1193-4461-821e-1829c2fdf371,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ce615fe5-49e3-43cd-a086-5473bdd051c0,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/fec77746-6085-4264-ab75-f6a260e5c066,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c89b5e5f-c386-4da1-91f1-05dd12f44640,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/30fd46be-1b46-4b91-be7a-043314a87e69,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/255e8159-1eed-4010-a41c-89439be4bceb,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8d1257b7-c225-442e-890b-8a3fbd41b4d4,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a2857bf5-647a-4814-8a9d-e09de9f1a6fa,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1234dd24-015d-4440-ac8c-4fd759a0c472,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/393118bb-85d2-4f33-b207-f611b9e9fc94,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/66aa5231-0fd3-4cf3-9234-5943c5e346e1,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/0ff1efb9-ac14-48ff-bb92-5a076b2203de,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2b1bf65f-c6b3-47aa-b0c7-9eaa67f85b4f,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/51bcfc4c-3f8a-41d0-a688-f6b166ed7cbc,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ccfda88f-1db1-4a9d-91b8-7ec45c11738c,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ae5ae15c-b818-4dc6-bf98-711296e1345e,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3f2a5dda-4728-4395-963f-1058edf34265,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/365b4dbd-f5f3-4087-925f-4a2e182e5ec4,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/21e6153a-5ae9-4927-8a4f-6a73dba83de6,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/4e8d903b-8e7c-48d8-9676-2ef77c4be8f8,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/fc9c7e7d-aa9b-4146-8955-8c1a4a02545a,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c0a73271-5b39-4bc6-be29-08701b85d738,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a8bd79d8-fc3e-484b-a81d-dcb412fc126b,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/34fb159f-9de6-403b-ac1e-2a770fc764cb,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ae8b1371-0371-4291-86d7-9131ca328bc5,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f6fe708b-194e-4bfc-8fd8-cde293abcf69,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/42f9a9f2-689b-4b22-9930-f9e56ac9c717,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d967d3f2-d664-4355-b823-cbb5651b5b6d,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/84018c4c-ef25-4809-acdb-519c94e407d2,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/dc0756ea-6060-4e7f-8440-7952675314c6,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/643cbb8e-1bff-4dfc-8383-d284ed16e8d3,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7ff562df-3bce-490a-9ecb-9fbb28a6ae9c,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/18123bbd-2244-444e-a48a-a6828ce88981,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c4b07238-6528-48aa-8d62-7737a76131af,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/95e7319f-93de-41d1-9043-f3f49d87badb,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9329dbe7-8dd8-46f1-ad8d-f39c5706ffcd,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/92c6aaba-edb5-4a3d-86a2-878c8468fefd,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/947011d5-f752-4907-891d-6fc4eda0b941,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/620a5d10-67fe-4f00-9016-c35616c241ea,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d88d1696-a8b9-4445-b594-abf7e96a1f0c,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/dee94813-153f-4337-839e-cb7bd87c1381,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e36ccfad-0484-4977-b84d-94639acad822,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/240a374e-263f-471b-b7c5-e7ded69d3273,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/337eb445-690a-4eb3-91e3-b8af45187068,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/729a4477-b4c9-4ba8-aad4-3df3c3b97c23,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/55563f8f-1f65-49a0-9577-1f7dadb01399,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9adf4b5f-0ad8-4cd6-9bc3-ddbba8a6a891,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b8d38394-13fe-446b-bd8f-c7a34588ae3a,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/bc15b6e4-6ca9-482c-bd1a-1856c0a06679,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/49d4494f-397f-4568-8c3e-7cd452560c14,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/693cd547-dea4-423e-a0a4-bd16ffdc6fdb,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2a58905d-360d-4bd4-b235-e0aef361dca9,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/67896651-53b4-4361-ba69-d1ba5e7929d5,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/d49cf703-64a3-4723-9e80-be627fd5d90a,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9003cdb6-6cae-436a-acee-3c4c9c380d53,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c3a51f59-a8ca-45cb-a5c7-bec41e5759bf,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e7775afb-e161-4e54-883d-d4f77159b06d,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/c278975c-bfca-4361-8a31-d33e61890da3,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5b88e9fb-7fb3-4dba-a73d-f7967177e5d1,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1810c5d8-6102-41ce-b35d-77f92cf358f0,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5f7ebe3b-e3ab-446a-a57d-dc7c75c8c0f0,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ea5197f8-32a5-45b1-bbb2-6ff5413cb3e4,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/da293057-bd5e-427a-8bd9-db896179ee31,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7ea4bf8b-3af2-4a7d-9093-1a2132a535ee,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1a997db1-5830-4e66-a134-b89f774a1679,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/48619168-fa36-432b-bcba-06692e1c310d,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/362bfbf1-9e8f-43da-b716-28d10e0c2af8,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/26370239-c95b-4158-a869-88445cee896a,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/454f29fd-c26d-4e7a-8316-1efef5c02744,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/e21c4066-8ce4-4289-acad-c20766537eb8,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/afcb4669-8173-4b38-bd05-6f9c5385be0d,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/34f1e438-eb1e-4018-a3a4-438b5667f725,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/285f13b3-616f-4b7b-abcb-af5357dcfca3,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/36d4858d-5337-4c34-b3c5-cd63607f97de,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/86700372-1bda-4c73-b01f-ffb1822e6c74,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/af6e3fc6-9a37-434a-a1ab-1b03da017a20,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/372b51bc-759a-4641-af94-78f9dd31ebe9,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/34c27aa1-c06c-4d57-96e4-e3dc4581dbff,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/12f77f2d-ab8d-43d2-ac4e-eb9ee4219629,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7c090b4d-541d-4d49-bbba-efe7444647fb,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/41cf1a4c-2da0-4029-ab58-8ffdd045df69,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/eb675773-a4b9-4aee-a00b-828b82f1766f,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/1a40eecb-bc18-4c6f-9dfa-c8769a8e645b,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8476c205-5b4f-45d5-b1cd-15a2e60d7401,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/0e0978b9-fd8b-4472-9769-c59bea3f21da,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9414f4ab-e98b-4461-b596-527eb29775c5,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a213943f-c9db-49f8-8b4a-74978d87fcdf,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8d8080d4-31b7-4e74-831a-0029b688726c,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9e0a7e2d-4e0d-49e4-883e-250b1a6c55ec,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f4cc16f5-c8ab-4d9b-89d8-9cab5451c6dc,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2c42b658-0392-4481-bdc3-73ecd6989a79,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/0bacf2b3-d863-4041-b197-a18478c1fce2,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/01925516-93c2-4303-8f04-3aeca1cf08fe,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/ea2e297b-2060-4e6f-942d-cc4b00d04872,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/dc7d6656-6cc8-4ddd-9d94-4279d913f259,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/630564b7-498a-47c9-82f1-e82ef19390cd,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/5f12f6f3-47c4-4f9b-b3ba-21219a447e2c,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/fb3de4a5-9cb2-42de-88ee-e571ffb86350,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/b8a743ed-ab45-4cd2-b5f1-3582dd7d3be3,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/03f86ea7-eab2-4265-8f61-a45663a8690f,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/09817d15-d134-4ab0-a366-ae2522d4a5f8,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/a98ef3f4-d96c-44d1-a9a4-20bbcddf11c6,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/508cf91c-3e99-411e-8a10-f75044de0560,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/31ee91a0-7971-4b4c-add4-e425fb70a6aa,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/94b81518-1367-4026-940e-1bcc51969270,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/bd6d07c9-d96d-4db5-a0ae-5057d1a83388,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/7ae5b925-6393-4141-a453-b9cac1a622b7,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/86993175-1518-4785-9bb9-2c6e2bb3d821,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/89d8b37a-2209-4791-87de-474864c5d054,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/bbdac628-8d03-455f-9dee-49ae466bb13d,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/42cfb674-df11-4fd3-a716-b60aeb2d2fdf,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/f62185c4-ab48-4b44-b2cf-caf886b2b67a,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/eb2c9a2f-5cef-4e19-bfab-1f5cdf15aadf,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/81de09a5-90df-4a40-bced-af5e45b5dc71,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/94101fcf-8945-4457-8557-3d1de49fddba,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/3546dbd1-2e46-486a-83c1-73455605a4ed,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/9228f4f9-512b-4c0c-b7cd-7ac67ac660dd,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/415c6c47-ee01-4b85-8dc0-60657cf9e7cc,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/05e9ec3b-b006-463d-ad29-315d75a3bc08,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/aa3f2acf-8e12-4983-bbaf-a4a1f2aa6c35,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/833fe6cd-cd3a-44ed-bc55-7ffd6081248b,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/46ff70b3-3519-411d-bbb6-5c71bf6844bb,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/854c5058-f7f8-459e-9735-4cf712e51977,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/2c1a3e72-afbb-4453-8425-0c51f7870a46,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/be2de10e-bc1a-4d16-bf93-6016dd9f85b2,
http://dtp-24.sncs.abdn.ac.uk:8093/observation/8d44be15-591f-40ad-9b8e-448819ccda1e,
